tissue_locus	gene.x	tissue.x	Gene.x	CHR.x	START_POS.x	END_POS.x	arm.x	gene.y	tissue.y	Gene.y	CHR.y	START_POS.y	END_POS.y	arm.y
Esophagus_gast_6p22.1	ENSR00000195227	Esophagus_gast	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000281831	Esophagus_gast	AL645929.2	6	29839672	29841560	6p22.1
Esophagus_muc_17q21.31	ENSR00000094946	Esophagus_muc	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000176681	Esophagus_muc	LRRC37A	17	44370099	44415160	17q21.31
Esophagus_muc_17q21.31	ENSR00000094946	Esophagus_muc	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000073969	Esophagus_muc	NSF	17	44668035	44834830	17q21.31
Esophagus_muc_17q21.31	ENSR00000094946	Esophagus_muc	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000186868	Esophagus_muc	MAPT	17	43971748	44105700	17q21.31
Esophagus_muc_17q21.31	ENSR00000094946	Esophagus_muc	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000214401	Esophagus_muc	KANSL1-AS1	17	44270942	44274089	17q21.31
Esophagus_muc_17q21.31	ENSR00000283527	Esophagus_muc	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000176681	Esophagus_muc	LRRC37A	17	44370099	44415160	17q21.31
Esophagus_muc_17q21.31	ENSR00000283527	Esophagus_muc	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000073969	Esophagus_muc	NSF	17	44668035	44834830	17q21.31
Esophagus_muc_17q21.31	ENSR00000283527	Esophagus_muc	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000186868	Esophagus_muc	MAPT	17	43971748	44105700	17q21.31
Esophagus_muc_17q21.31	ENSR00000283527	Esophagus_muc	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000214401	Esophagus_muc	KANSL1-AS1	17	44270942	44274089	17q21.31
Esophagus_muc_2q33.1	ENSR00000128593	Esophagus_muc	ENSR00000128593	2	200662102	200662758	2q33.1	ENSG00000115524	Esophagus_muc	SF3B1	2	198253239	198299815	2q33.1
Esophagus_mus_11q13.1	ENSR00000040810	Esophagus_mus	ENSR00000040810	11	65077639	65077997	11q13.1	ENSG00000172922	Esophagus_mus	RNASEH2C	11	65481476	65488418	11q13.1
Esophagus_mus_11q13.1	ENSR00000040810	Esophagus_mus	ENSR00000040810	11	65077639	65077997	11q13.1	ENSG00000133315	Esophagus_mus	MACROD1	11	63766030	63933585	11q13.1
Esophagus_mus_17q21.31	ENSR00000095058	Esophagus_mus	ENSR00000095058	17	44423367	44423566	17q21.31	ENSG00000176681	Esophagus_mus	LRRC37A	17	44370099	44415160	17q21.31
Esophagus_mus_17q21.31	ENSR00000095059	Esophagus_mus	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000176681	Esophagus_mus	LRRC37A	17	44370099	44415160	17q21.31
Esophagus_mus_17q21.31	ENSR00000095079	Esophagus_mus	ENSR00000095079	17	44643167	44644566	17q21.31	ENSG00000176681	Esophagus_mus	LRRC37A	17	44370099	44415160	17q21.31
Esophagus_mus_17q21.31	ENSR00000094946	Esophagus_mus	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000176681	Esophagus_mus	LRRC37A	17	44370099	44415160	17q21.31
Esophagus_mus_2q33.1	ENSR00000128481	Esophagus_mus	ENSR00000128481	2	198748085	198748459	2q33.1	ENSG00000178074	Esophagus_mus	C2orf69	2	200776016	200820658	2q33.1
Heart_Left_6p22.1	ENSR00000195227	Heart_Left	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204632	Heart_Left	HLA-G	6	29794744	29798902	6p22.1
Heart_Left_6p22.1	ENSR00000195227	Heart_Left	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197279	Heart_Left	ZNF165	6	28048346	28057341	6p22.1
Heart_Left_6p22.1	ENSR00000195227	Heart_Left	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197062	Heart_Left	ZSCAN26	6	28234788	28246001	6p22.1
Heart_Left_6p22.1	ENSR00000195227	Heart_Left	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000187987	Heart_Left	ZSCAN23	6	28399707	28411279	6p22.1
Heart_Left_6p22.1	ENSR00000195227	Heart_Left	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204657	Heart_Left	OR2H2	6	29552898	29558277	6p22.1
Liver_6p22.1	ENSR00000195227	Liver	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204616	Liver	TRIM31	6	30070674	30080867	6p22.1
Liver_6p22.1	ENSR00000195227	Liver	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204644	Liver	ZFP57	6	29640169	29648887	6p22.1
Liver_6p22.1	ENSR00000195227	Liver	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197062	Liver	ZSCAN26	6	28234788	28246001	6p22.1
Lung_6p22.1	ENSR00000195227	Lung	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000235109	Lung	ZSCAN31	6	28292470	28324048	6p22.1
Lung_6p22.1	ENSR00000195227	Lung	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204632	Lung	HLA-G	6	29794744	29798902	6p22.1
Lung_6p22.1	ENSR00000195227	Lung	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197903	Lung	HIST1H2BK	6	27114197	27114577	6p22.1
Lung_6p22.1	ENSR00000195227	Lung	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204616	Lung	TRIM31	6	30070674	30080867	6p22.1
Lung_6p22.1	ENSR00000195227	Lung	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000187987	Lung	ZSCAN23	6	28399707	28411279	6p22.1
Lung_6p22.1	ENSR00000195227	Lung	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000270604	Lung	HCG17	6	30201816	30293911	6p22.1
Lung_6p22.1	ENSR00000195227	Lung	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000189298	Lung	ZKSCAN3	6	28317724	28336949	6p22.1
Minor_salivary_gland_3p21.1	ENSR00000152664	Minor_salivary_gland	ENSR00000152664	3	53333620	53333881	3p21.1	ENSG00000114904	Minor_salivary_gland	NEK4	3	52742460	52804962	3p21.1
Nerve_22q13.2	ENSR00000146704	Nerve	ENSR00000146704	22	42435393	42435621	22q13.2	ENSG00000159958	Nerve	TNFRSF13C	22	42318027	42322822	22q13.2
Nerve_22q13.2	ENSR00000146704	Nerve	ENSR00000146704	22	42435393	42435621	22q13.2	ENSG00000198951	Nerve	NAGA	22	42454338	42466846	22q13.2
Nerve_22q13.2	ENSR00000146705	Nerve	ENSR00000146705	22	42443070	42443540	22q13.2	ENSG00000159958	Nerve	TNFRSF13C	22	42318027	42322822	22q13.2
Nerve_22q13.2	ENSR00000146705	Nerve	ENSR00000146705	22	42443070	42443540	22q13.2	ENSG00000198951	Nerve	NAGA	22	42454338	42466846	22q13.2
Nerve_22q13.2	ENSR00000301973	Nerve	ENSR00000301973	22	42437205	42439604	22q13.2	ENSG00000159958	Nerve	TNFRSF13C	22	42318027	42322822	22q13.2
Nerve_22q13.2	ENSR00000301973	Nerve	ENSR00000301973	22	42437205	42439604	22q13.2	ENSG00000198951	Nerve	NAGA	22	42454338	42466846	22q13.2
Nerve_6p22.1	ENSR00000320016	Nerve	ENSR00000320016	6	27335380	27337179	6p22.1	ENSG00000270604	Nerve	HCG17	6	30201816	30293911	6p22.1
Nerve_6p22.1	ENSR00000320016	Nerve	ENSR00000320016	6	27335380	27337179	6p22.1	ENSG00000229274	Nerve	LINC02829	6	29465252	29478335	6p22.1
Nerve_6p22.1	ENSR00000320016	Nerve	ENSR00000320016	6	27335380	27337179	6p22.1	ENSG00000204632	Nerve	HLA-G	6	29794744	29798902	6p22.1
Nerve_6p22.1	ENSR00000320016	Nerve	ENSR00000320016	6	27335380	27337179	6p22.1	ENSG00000234127	Nerve	TRIM26	6	30152232	30181204	6p22.1
Nerve_6p22.1	ENSR00000320016	Nerve	ENSR00000320016	6	27335380	27337179	6p22.1	ENSG00000281831	Nerve	AL645929.2	6	29839672	29841560	6p22.1
Nerve_6p22.2	ENSR00000319992	Nerve	ENSR00000319992	6	26975980	26977179	6p22.2	ENSG00000186470	Nerve	BTN3A2	6	26365387	26378548	6p22.2
Nerve_6p22.2	ENSR00000319992	Nerve	ENSR00000319992	6	26975980	26977179	6p22.2	ENSG00000224843	Nerve	LINC00240	6	26924711	27027528	6p22.2
Ovary_17q21.31	ENSR00000095056	Ovary	ENSR00000095056	17	44420664	44421105	17q21.31	ENSG00000214401	Ovary	KANSL1-AS1	17	44270942	44274089	17q21.31
Pancreas_17q21.31	ENSR00000283527	Pancreas	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000238083	Pancreas	LRRC37A2	17	44588877	44633016	17q21.31
Pancreas_17q21.31	ENSR00000095057	Pancreas	ENSR00000095057	17	44422567	44422966	17q21.31	ENSG00000238083	Pancreas	LRRC37A2	17	44588877	44633016	17q21.31
Pancreas_17q21.31	ENSR00000095079	Pancreas	ENSR00000095079	17	44643167	44644566	17q21.31	ENSG00000238083	Pancreas	LRRC37A2	17	44588877	44633016	17q21.31
Pancreas_17q21.31	ENSR00000095058	Pancreas	ENSR00000095058	17	44423367	44423566	17q21.31	ENSG00000238083	Pancreas	LRRC37A2	17	44588877	44633016	17q21.31
Pancreas_17q21.31	ENSR00000095059	Pancreas	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000238083	Pancreas	LRRC37A2	17	44588877	44633016	17q21.31
Pancreas_2q33.1	ENSR00000128593	Pancreas	ENSR00000128593	2	200662102	200662758	2q33.1	ENSG00000162944	Pancreas	RFTN2	2	198432948	198540769	2q33.1
Pituitary_15q25.2	ENSR00000080369	Pituitary	ENSR00000080369	15	84811541	84812023	15q25.2	ENSG00000177082	Pituitary	WDR73	15	85182512	85197574	15q25.2
Pituitary_15q25.2	ENSR00000278748	Pituitary	ENSR00000278748	15	84885553	84886152	15q25.2	ENSG00000177082	Pituitary	WDR73	15	85182512	85197574	15q25.2
Pituitary_22q13.2	ENSR00000146704	Pituitary	ENSR00000146704	22	42435393	42435621	22q13.2	ENSG00000159958	Pituitary	TNFRSF13C	22	42318027	42322822	22q13.2
Skin_no_sun_19p13.11	ENSR00000108223	Skin_no_sun	ENSR00000108223	19	19439610	19440436	19p13.11	ENSG00000187664	Skin_no_sun	HAPLN4	19	19365565	19373613	19p13.11
Skin_no_sun_6p22.1	ENSR00000195227	Skin_no_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000233822	Skin_no_sun	HIST1H2BN	6	27805538	27833576	6p22.1
Skin_no_sun_6p22.1	ENSR00000195227	Skin_no_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204616	Skin_no_sun	TRIM31	6	30070674	30080867	6p22.1
Skin_no_sun_6p22.1	ENSR00000195227	Skin_no_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000189298	Skin_no_sun	ZKSCAN3	6	28317724	28336949	6p22.1
Skin_no_sun_6p22.1	ENSR00000195227	Skin_no_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204657	Skin_no_sun	OR2H2	6	29552898	29558277	6p22.1
Skin_no_sun_6p22.1	ENSR00000195227	Skin_no_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204655	Skin_no_sun	MOG	6	29624779	29640149	6p22.1
Skin_no_sun_6p22.1	ENSR00000195227	Skin_no_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000206503	Skin_no_sun	HLA-A	6	29909037	29913661	6p22.1
Skin_no_sun_6p22.1	ENSR00000195227	Skin_no_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204632	Skin_no_sun	HLA-G	6	29794744	29798902	6p22.1
Skin_sun_6p22.1	ENSR00000195227	Skin_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000235109	Skin_sun	ZSCAN31	6	28292470	28324048	6p22.1
Skin_sun_6p22.1	ENSR00000195227	Skin_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204644	Skin_sun	ZFP57	6	29640169	29648887	6p22.1
Skin_sun_6p22.1	ENSR00000195227	Skin_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204657	Skin_sun	OR2H2	6	29552898	29558277	6p22.1
Skin_sun_6p22.1	ENSR00000195227	Skin_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204632	Skin_sun	HLA-G	6	29794744	29798902	6p22.1
Skin_sun_6p22.1	ENSR00000195227	Skin_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000206503	Skin_sun	HLA-A	6	29909037	29913661	6p22.1
Skin_sun_6p22.1	ENSR00000195227	Skin_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000187987	Skin_sun	ZSCAN23	6	28399707	28411279	6p22.1
Skin_sun_6p22.1	ENSR00000195227	Skin_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197062	Skin_sun	ZSCAN26	6	28234788	28246001	6p22.1
Skin_sun_6p22.1	ENSR00000195227	Skin_sun	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000112812	Skin_sun	PRSS16	6	27215480	27224403	6p22.1
Small_intestine_2q33.1	ENSR00000128680	Small_intestine	ENSR00000128680	2	201261724	201261923	2q33.1	ENSG00000231621	Small_intestine	AC013264.1	2	198062715	198063997	2q33.1
Small_intestine_2q33.1	ENSR00000128680	Small_intestine	ENSR00000128680	2	201261724	201261923	2q33.1	ENSG00000226124	Small_intestine	FTCDNL1	2	200625267	200715896	2q33.1
Stomach_17q21.31	ENSR00000095058	Stomach	ENSR00000095058	17	44423367	44423566	17q21.31	ENSG00000176681	Stomach	LRRC37A	17	44370099	44415160	17q21.31
Stomach_17q21.31	ENSR00000095079	Stomach	ENSR00000095079	17	44643167	44644566	17q21.31	ENSG00000176681	Stomach	LRRC37A	17	44370099	44415160	17q21.31
Stomach_17q21.31	ENSR00000094946	Stomach	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000176681	Stomach	LRRC37A	17	44370099	44415160	17q21.31
Stomach_17q21.31	ENSR00000095059	Stomach	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000176681	Stomach	LRRC37A	17	44370099	44415160	17q21.31
Stomach_17q21.31	ENSR00000283527	Stomach	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000176681	Stomach	LRRC37A	17	44370099	44415160	17q21.31
Stomach_17q21.31	ENSR00000094947	Stomach	ENSR00000094947	17	43577167	43579166	17q21.31	ENSG00000176681	Stomach	LRRC37A	17	44370099	44415160	17q21.31
Stomach_3p21.1	ENSR00000152663	Stomach	ENSR00000152663	3	53330318	53330665	3p21.1	ENSG00000242797	Stomach	GLYCTK-AS1	3	52322596	52333083	3p21.1
Stomach_6p22.1	ENSR00000195227	Stomach	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197935	Stomach	ZNF311	6	28962562	28973093	6p22.1
Stomach_6p22.1	ENSR00000195227	Stomach	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204632	Stomach	HLA-G	6	29794744	29798902	6p22.1
Stomach_6p22.1	ENSR00000195227	Stomach	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000281831	Stomach	AL645929.2	6	29839672	29841560	6p22.1
Stomach_6p22.1	ENSR00000195227	Stomach	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204713	Stomach	TRIM27	6	28870779	28891765	6p22.1
Stomach_6p22.1	ENSR00000195227	Stomach	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204644	Stomach	ZFP57	6	29640169	29648887	6p22.1
Stomach_6p22.1	ENSR00000195227	Stomach	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000270604	Stomach	HCG17	6	30201816	30293911	6p22.1
Testis_15q25.1	ENSR00000278486	Testis	ENSR00000278486	15	78988143	78988542	15q25.1	ENSG00000080644	Testis	CHRNA3	15	78885394	78913637	15q25.1
Testis_15q25.2	ENSR00000278747	Testis	ENSR00000278747	15	84882353	84885152	15q25.2	ENSG00000177082	Testis	WDR73	15	85182512	85197574	15q25.2
Testis_15q25.2	ENSR00000278747	Testis	ENSR00000278747	15	84882353	84885152	15q25.2	ENSG00000214575	Testis	CPEB1	15	83211951	83317612	15q25.2
Testis_15q25.2	ENSR00000278747	Testis	ENSR00000278747	15	84882353	84885152	15q25.2	ENSG00000197696	Testis	NMB	15	85198360	85201794	15q25.2
Testis_17q21.31	ENSR00000094945	Testis	ENSR00000094945	17	43571860	43572604	17q21.31	ENSG00000279685	Testis	MAPT-IT1	17	43973149	43976164	17q21.31
Testis_17q21.31	ENSR00000094945	Testis	ENSR00000094945	17	43571860	43572604	17q21.31	ENSG00000267344	Testis	AC003070.1	17	43474298	43474843	17q21.31
Testis_17q21.31	ENSR00000094945	Testis	ENSR00000094945	17	43571860	43572604	17q21.31	ENSG00000186868	Testis	MAPT	17	43971748	44105700	17q21.31
Testis_22q13.2	ENSR00000146705	Testis	ENSR00000146705	22	42443070	42443540	22q13.2	ENSG00000100197	Testis	CYP2D6	22	42522501	42526883	22q13.2
Testis_22q13.2	ENSR00000146705	Testis	ENSR00000146705	22	42443070	42443540	22q13.2	ENSG00000183066	Testis	WBP2NL	22	42394729	42454460	22q13.2
Testis_22q13.2	ENSR00000146705	Testis	ENSR00000146705	22	42443070	42443540	22q13.2	ENSG00000270083	Testis	AL021878.2	22	42485634	42486032	22q13.2
Testis_6p22.1	ENSR00000195227	Testis	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000234127	Testis	TRIM26	6	30152232	30181204	6p22.1
Testis_6p22.1	ENSR00000195227	Testis	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000270604	Testis	HCG17	6	30201816	30293911	6p22.1
Testis_6p22.1	ENSR00000195227	Testis	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197062	Testis	ZSCAN26	6	28234788	28246001	6p22.1
Testis_6p22.1	ENSR00000195227	Testis	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000187987	Testis	ZSCAN23	6	28399707	28411279	6p22.1
Testis_7p22.3	ENSR00000207666	Testis	ENSR00000207666	7	1902345	1903466	7p22.3	ENSG00000122687	Testis	MRM2	7	2273857	2281840	7p22.3
Testis_7p22.3	ENSR00000207666	Testis	ENSR00000207666	7	1902345	1903466	7p22.3	ENSG00000176349	Testis	AC104129.1	7	1878222	1889567	7p22.3
Testis_7p22.3	ENSR00000207667	Testis	ENSR00000207667	7	1903692	1904508	7p22.3	ENSG00000122687	Testis	MRM2	7	2273857	2281840	7p22.3
Testis_7p22.3	ENSR00000207667	Testis	ENSR00000207667	7	1903692	1904508	7p22.3	ENSG00000176349	Testis	AC104129.1	7	1878222	1889567	7p22.3
Uterus_3p21.1	ENSR00000152586	Uterus	ENSR00000152586	3	52749617	52749816	3p21.1	ENSG00000055955	Uterus	ITIH4	3	52846978	52864704	3p21.1
Vagina_6p22.1	ENSR00000195227	Vagina	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197062	Vagina	ZSCAN26	6	28234788	28246001	6p22.1
Vagina_6p22.1	ENSR00000195227	Vagina	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000270604	Vagina	HCG17	6	30201816	30293911	6p22.1
Vagina_6p22.1	ENSR00000195227	Vagina	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000281831	Vagina	AL645929.2	6	29839672	29841560	6p22.1
Vagina_6p22.1	ENSR00000195227	Vagina	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000281706	Vagina	AL009179.1	6	27661814	27681131	6p22.1
Whole_blood_12q24.31	ENSR00000058625	Whole_blood	ENSR00000058625	12	123166292	123167040	12q24.31	ENSG00000182196	Whole_blood	ARL6IP4	12	123464607	123467460	12q24.31
Whole_blood_12q24.31	ENSR00000058625	Whole_blood	ENSR00000058625	12	123166292	123167040	12q24.31	ENSG00000256092	Whole_blood	SBNO1-AS1	12	123848415	123850660	12q24.31
Whole_blood_7q22.3	ENSR00000216268	Whole_blood	ENSR00000216268	7	104607847	104608048	7q22.3	ENSG00000135250	Whole_blood	SRPK2	7	104751151	105039755	7q22.3
