gene	tissue	Gene	CHR	START_POS	END_POS	arm	tissue_locus
ENSG00000113119	Heart_Left	TMCO6	5	140019012	140024993	5q31.3	Heart_Left_5q31.3
ENSG00000113119	Whole_blood	TMCO6	5	140019012	140024993	5q31.3	Whole_blood_5q31.3
ENSG00000113141	Stomach	IK	5	140026643	140042065	5q31.3	Stomach_5q31.3
ENSG00000113141	Skin_no_sun	IK	5	140026643	140042065	5q31.3	Skin_no_sun_5q31.3
ENSG00000113141	Breast	IK	5	140026643	140042065	5q31.3	Breast_5q31.3
ENSG00000113141	Esophagus_mus	IK	5	140026643	140042065	5q31.3	Esophagus_mus_5q31.3
ENSG00000113141	Spleen	IK	5	140026643	140042065	5q31.3	Spleen_5q31.3
ENSG00000113141	Nerve	IK	5	140026643	140042065	5q31.3	Nerve_5q31.3
ENSG00000113141	Cells_fibroblast	IK	5	140026643	140042065	5q31.3	Cells_fibroblast_5q31.3
ENSG00000113141	Skin_sun	IK	5	140026643	140042065	5q31.3	Skin_sun_5q31.3
ENSG00000113141	Esophagus_gast	IK	5	140026643	140042065	5q31.3	Esophagus_gast_5q31.3
ENSG00000113141	Pancreas	IK	5	140026643	140042065	5q31.3	Pancreas_5q31.3
ENSG00000113141	Colon_transverse	IK	5	140026643	140042065	5q31.3	Colon_transverse_5q31.3
ENSG00000113141	Lung	IK	5	140026643	140042065	5q31.3	Lung_5q31.3
ENSG00000120314	Brain_Cau	WDR55	5	140044261	140053709	5q31.3	Brain_Cau_5q31.3
ENSG00000120314	Testis	WDR55	5	140044261	140053709	5q31.3	Testis_5q31.3
ENSG00000120314	Adipose_sub	WDR55	5	140044261	140053709	5q31.3	Adipose_sub_5q31.3
ENSG00000120314	Cells_fibroblast	WDR55	5	140044261	140053709	5q31.3	Cells_fibroblast_5q31.3
ENSG00000120705	Whole_blood	ETF1	5	137841784	137878925	5q31.2	Whole_blood_5q31.2
ENSG00000131495	Whole_blood	NDUFA2	5	140018325	140027370	5q31.3	Whole_blood_5q31.3
ENSG00000131495	Testis	NDUFA2	5	140018325	140027370	5q31.3	Testis_5q31.3
ENSG00000131495	Heart_Left	NDUFA2	5	140018325	140027370	5q31.3	Heart_Left_5q31.3
ENSG00000132563	Colon_sigmoid	REEP2	5	137774746	137782658	5q31.2	Colon_sigmoid_5q31.2
ENSG00000132563	Esophagus_mus	REEP2	5	137774746	137782658	5q31.2	Esophagus_mus_5q31.2
ENSG00000132563	Heart_Atr	REEP2	5	137774746	137782658	5q31.2	Heart_Atr_5q31.2
ENSG00000132563	Nerve	REEP2	5	137774746	137782658	5q31.2	Nerve_5q31.2
ENSG00000146005	Adipose_sub	PSD2	5	139175393	139224051	5q31.2	Adipose_sub_5q31.2
ENSG00000146007	Muscle_skeletal	ZMAT2	5	140078265	140086271	5q31.3	Muscle_skeletal_5q31.3
ENSG00000146007	Skin_sun	ZMAT2	5	140078265	140086271	5q31.3	Skin_sun_5q31.3
ENSG00000164181	Stomach	ELOVL7	5	60047618	60140101	5q12.1	Stomach_5q12.1
ENSG00000164574	Brain_Cortex	GALNT10	5	153570290	153800544	5q33.2	Brain_Cortex_5q33.2
ENSG00000164574	Brain_Fro	GALNT10	5	153570290	153800544	5q33.2	Brain_Fro_5q33.2
ENSG00000170571	Minor_salivary_gland	EMB	5	49692026	49739082	5q11.1	Minor_salivary_gland_5q11.1
ENSG00000170571	Skin_sun	EMB	5	49692026	49739082	5q11.1	Skin_sun_5q11.1
ENSG00000170571	Heart_Left	EMB	5	49692026	49739082	5q11.1	Heart_Left_5q11.1
ENSG00000171604	Whole_blood	CXXC5	5	139026884	139063467	5q31.2	Whole_blood_5q31.2
ENSG00000204962	Brain_Cortex	PCDHA8	5	140220772	140391932	5q31.3	Brain_Cortex_5q31.3
ENSG00000204963	Skin_no_sun	PCDHA7	5	140213969	140391929	5q31.3	Skin_no_sun_5q31.3
ENSG00000204963	Breast	PCDHA7	5	140213969	140391929	5q31.3	Breast_5q31.3
ENSG00000204963	Lung	PCDHA7	5	140213969	140391929	5q31.3	Lung_5q31.3
ENSG00000204967	Artery_tib	PCDHA4	5	140186659	140391929	5q31.3	Artery_tib_5q31.3
ENSG00000204967	Testis	PCDHA4	5	140186659	140391929	5q31.3	Testis_5q31.3
ENSG00000204967	Pancreas	PCDHA4	5	140186659	140391929	5q31.3	Pancreas_5q31.3
ENSG00000204969	Pituitary	PCDHA2	5	140174437	140391932	5q31.3	Pituitary_5q31.3
ENSG00000204970	Brain_Cerebellum	PCDHA1	5	140165721	140391932	5q31.3	Brain_Cerebellum_5q31.3
ENSG00000239389	Brain_Spi	PCDHA13	5	140261709	140391932	5q31.3	Brain_Spi_5q31.3
ENSG00000248383	Adipose_sub	PCDHAC1	5	140305954	140391929	5q31.3	Adipose_sub_5q31.3
ENSG00000250120	Brain_Cortex	PCDHA10	5	140235468	140391932	5q31.3	Brain_Cortex_5q31.3
ENSG00000251141	Brain_Fro	MRPS30-DT	5	44742522	44808879	5p12	Brain_Fro_5p12
ENSG00000251141	Heart_Atr	MRPS30-DT	5	44742522	44808879	5p12	Heart_Atr_5p12
ENSG00000255408	Esophagus_gast	PCDHA3	5	140180613	140391932	5q31.3	Esophagus_gast_5q31.3
ENSG00000255408	Adipose_sub	PCDHA3	5	140180613	140391932	5q31.3	Adipose_sub_5q31.3
ENSG00000272335	Brain_Amy	AC093297.2	5	44826178	44828694	5p12	Brain_Amy_5p12
ENSG00000272335	Pituitary	AC093297.2	5	44826178	44828694	5p12	Pituitary_5p12
ENSG00000272335	Brain_Hypo	AC093297.2	5	44826178	44828694	5p12	Brain_Hypo_5p12
ENSG00000010704	Spleen	HFE	6	26087509	26098571	6p22.2	Spleen_6p22.2
ENSG00000010704	Brain_Nuc	HFE	6	26087509	26098571	6p22.2	Brain_Nuc_6p22.2
ENSG00000010704	Brain_Cortex	HFE	6	26087509	26098571	6p22.2	Brain_Cortex_6p22.2
ENSG00000026950	Uterus	BTN3A1	6	26402465	26415436	6p22.2	Uterus_6p22.2
ENSG00000026950	Testis	BTN3A1	6	26402465	26415436	6p22.2	Testis_6p22.2
ENSG00000030110	Adrenal	BAK1	6	33540324	33548070	6p21.31	Adrenal_6p21.31
ENSG00000096654	Muscle_skeletal	ZNF184	6	27418522	27440897	6p22.1	Muscle_skeletal_6p22.1
ENSG00000111801	Heart_Atr	BTN3A3	6	26440700	26453643	6p22.2	Heart_Atr_6p22.2
ENSG00000112659	Brain_Fro	CUL9	6	43149922	43192325	6p21.1	Brain_Fro_6p21.1
ENSG00000112659	Brain_Cau	CUL9	6	43149922	43192325	6p21.1	Brain_Cau_6p21.1
ENSG00000112659	Brain_Cortex	CUL9	6	43149922	43192325	6p21.1	Brain_Cortex_6p21.1
ENSG00000112667	Colon_transverse	DNPH1	6	43193367	43197222	6p21.1	Colon_transverse_6p21.1
ENSG00000112812	Uterus	PRSS16	6	27215480	27224403	6p22.1	Uterus_6p22.1
ENSG00000112812	Esophagus_mus	PRSS16	6	27215480	27224403	6p22.1	Esophagus_mus_6p22.1
ENSG00000112812	Prostate	PRSS16	6	27215480	27224403	6p22.1	Prostate_6p22.1
ENSG00000112812	Esophagus_muc	PRSS16	6	27215480	27224403	6p22.1	Esophagus_muc_6p22.1
ENSG00000112812	Brain_Cer	PRSS16	6	27215480	27224403	6p22.1	Brain_Cer_6p22.1
ENSG00000112812	Ovary	PRSS16	6	27215480	27224403	6p22.1	Ovary_6p22.1
ENSG00000112812	Spleen	PRSS16	6	27215480	27224403	6p22.1	Spleen_6p22.1
ENSG00000112812	Brain_Nuc	PRSS16	6	27215480	27224403	6p22.1	Brain_Nuc_6p22.1
ENSG00000124508	Testis	BTN2A2	6	26383324	26395102	6p22.2	Testis_6p22.2
ENSG00000124557	Vagina	BTN1A1	6	26501449	26510650	6p22.2	Vagina_6p22.2
ENSG00000124557	Testis	BTN1A1	6	26501449	26510650	6p22.2	Testis_6p22.2
ENSG00000124613	Brain_Nuc	ZNF391	6	27342394	27371683	6p22.1	Brain_Nuc_6p22.1
ENSG00000124635	Whole_blood	HIST1H2BJ	6	27093676	27100529	6p22.1	Whole_blood_6p22.1
ENSG00000137185	Pituitary	ZSCAN9	6	28192664	28201260	6p22.1	Pituitary_6p22.1
ENSG00000137288	Adipose_vis	UQCC2	6	33662070	33679504	6p21.31	Adipose_vis_6p21.31
ENSG00000146109	Prostate	ABT1	6	26597181	26600967	6p22.2	Prostate_6p22.2
ENSG00000158406	Thyroid	HIST1H4H	6	26277837	26285866	6p22.2	Thyroid_6p22.2
ENSG00000158691	Heart_Atr	ZSCAN12	6	28346732	28367511	6p22.1	Heart_Atr_6p22.1
ENSG00000186470	Brain_Cerebellum	BTN3A2	6	26365387	26378548	6p22.2	Brain_Cerebellum_6p22.2
ENSG00000186470	Brain_Cau	BTN3A2	6	26365387	26378548	6p22.2	Brain_Cau_6p22.2
ENSG00000186470	Brain_Hippo	BTN3A2	6	26365387	26378548	6p22.2	Brain_Hippo_6p22.2
ENSG00000186470	Brain_Put	BTN3A2	6	26365387	26378548	6p22.2	Brain_Put_6p22.2
ENSG00000186470	Breast	BTN3A2	6	26365387	26378548	6p22.2	Breast_6p22.2
ENSG00000186470	Colon_transverse	BTN3A2	6	26365387	26378548	6p22.2	Colon_transverse_6p22.2
ENSG00000186470	Brain_Cortex	BTN3A2	6	26365387	26378548	6p22.2	Brain_Cortex_6p22.2
ENSG00000186470	Brain_Hypo	BTN3A2	6	26365387	26378548	6p22.2	Brain_Hypo_6p22.2
ENSG00000186470	Colon_sigmoid	BTN3A2	6	26365387	26378548	6p22.2	Colon_sigmoid_6p22.2
ENSG00000186470	Whole_blood	BTN3A2	6	26365387	26378548	6p22.2	Whole_blood_6p22.2
ENSG00000186470	Esophagus_mus	BTN3A2	6	26365387	26378548	6p22.2	Esophagus_mus_6p22.2
ENSG00000186470	Adipose_sub	BTN3A2	6	26365387	26378548	6p22.2	Adipose_sub_6p22.2
ENSG00000186470	Brain_Sub	BTN3A2	6	26365387	26378548	6p22.2	Brain_Sub_6p22.2
ENSG00000186470	Adrenal	BTN3A2	6	26365387	26378548	6p22.2	Adrenal_6p22.2
ENSG00000186470	Cells_ebv	BTN3A2	6	26365387	26378548	6p22.2	Cells_ebv_6p22.2
ENSG00000186470	Liver	BTN3A2	6	26365387	26378548	6p22.2	Liver_6p22.2
ENSG00000186470	Heart_Left	BTN3A2	6	26365387	26378548	6p22.2	Heart_Left_6p22.2
ENSG00000186470	Prostate	BTN3A2	6	26365387	26378548	6p22.2	Prostate_6p22.2
ENSG00000186470	Muscle_skeletal	BTN3A2	6	26365387	26378548	6p22.2	Muscle_skeletal_6p22.2
ENSG00000186470	Brain_Nuc	BTN3A2	6	26365387	26378548	6p22.2	Brain_Nuc_6p22.2
ENSG00000186470	Artery_cor	BTN3A2	6	26365387	26378548	6p22.2	Artery_cor_6p22.2
ENSG00000186470	Esophagus_gast	BTN3A2	6	26365387	26378548	6p22.2	Esophagus_gast_6p22.2
ENSG00000186470	Artery_tib	BTN3A2	6	26365387	26378548	6p22.2	Artery_tib_6p22.2
ENSG00000186470	Kidney	BTN3A2	6	26365387	26378548	6p22.2	Kidney_6p22.2
ENSG00000186470	Skin_sun	BTN3A2	6	26365387	26378548	6p22.2	Skin_sun_6p22.2
ENSG00000186470	Skin_no_sun	BTN3A2	6	26365387	26378548	6p22.2	Skin_no_sun_6p22.2
ENSG00000186470	Lung	BTN3A2	6	26365387	26378548	6p22.2	Lung_6p22.2
ENSG00000186470	Pituitary	BTN3A2	6	26365387	26378548	6p22.2	Pituitary_6p22.2
ENSG00000187626	Cells_fibroblast	ZKSCAN4	6	28209475	28220047	6p22.1	Cells_fibroblast_6p22.1
ENSG00000187626	Whole_blood	ZKSCAN4	6	28209475	28220047	6p22.1	Whole_blood_6p22.1
ENSG00000187626	Small_intestine	ZKSCAN4	6	28209475	28220047	6p22.1	Small_intestine_6p22.1
ENSG00000187987	Muscle_skeletal	ZSCAN23	6	28399707	28411279	6p22.1	Muscle_skeletal_6p22.1
ENSG00000187987	Adipose_vis	ZSCAN23	6	28399707	28411279	6p22.1	Adipose_vis_6p22.1
ENSG00000187987	Heart_Atr	ZSCAN23	6	28399707	28411279	6p22.1	Heart_Atr_6p22.1
ENSG00000187987	Ovary	ZSCAN23	6	28399707	28411279	6p22.1	Ovary_6p22.1
ENSG00000187987	Cells_fibroblast	ZSCAN23	6	28399707	28411279	6p22.1	Cells_fibroblast_6p22.1
ENSG00000187987	Spleen	ZSCAN23	6	28399707	28411279	6p22.1	Spleen_6p22.1
ENSG00000187987	Esophagus_muc	ZSCAN23	6	28399707	28411279	6p22.1	Esophagus_muc_6p22.1
ENSG00000189134	Small_intestine	NKAPL	6	28227075	28228736	6p22.1	Small_intestine_6p22.1
ENSG00000189298	Prostate	ZKSCAN3	6	28317724	28336949	6p22.1	Prostate_6p22.1
ENSG00000189298	Ovary	ZKSCAN3	6	28317724	28336949	6p22.1	Ovary_6p22.1
ENSG00000197062	Adipose_vis	ZSCAN26	6	28234788	28246001	6p22.1	Adipose_vis_6p22.1
ENSG00000197062	Brain_Put	ZSCAN26	6	28234788	28246001	6p22.1	Brain_Put_6p22.1
ENSG00000197062	Brain_Cer	ZSCAN26	6	28234788	28246001	6p22.1	Brain_Cer_6p22.1
ENSG00000197062	Cells_fibroblast	ZSCAN26	6	28234788	28246001	6p22.1	Cells_fibroblast_6p22.1
ENSG00000197062	Brain_Spi	ZSCAN26	6	28234788	28246001	6p22.1	Brain_Spi_6p22.1
ENSG00000197062	Pancreas	ZSCAN26	6	28234788	28246001	6p22.1	Pancreas_6p22.1
ENSG00000197062	Minor_salivary_gland	ZSCAN26	6	28234788	28246001	6p22.1	Minor_salivary_gland_6p22.1
ENSG00000197062	Brain_Ant	ZSCAN26	6	28234788	28246001	6p22.1	Brain_Ant_6p22.1
ENSG00000197279	Cells_fibroblast	ZNF165	6	28048346	28057341	6p22.1	Cells_fibroblast_6p22.1
ENSG00000197903	Esophagus_mus	HIST1H2BK	6	27114197	27114577	6p22.1	Esophagus_mus_6p22.1
ENSG00000198315	Brain_Cortex	ZKSCAN8	6	28109661	28127238	6p22.1	Brain_Cortex_6p22.1
ENSG00000198315	Brain_Put	ZKSCAN8	6	28109661	28127238	6p22.1	Brain_Put_6p22.1
ENSG00000198315	Brain_Nuc	ZKSCAN8	6	28109661	28127238	6p22.1	Brain_Nuc_6p22.1
ENSG00000198315	Brain_Cer	ZKSCAN8	6	28109661	28127238	6p22.1	Brain_Cer_6p22.1
ENSG00000224843	Muscle_skeletal	LINC00240	6	26924711	27027528	6p22.2	Muscle_skeletal_6p22.2
ENSG00000224843	Ovary	LINC00240	6	26924711	27027528	6p22.2	Ovary_6p22.2
ENSG00000224843	Heart_Atr	LINC00240	6	26924711	27027528	6p22.2	Heart_Atr_6p22.2
ENSG00000224843	Minor_salivary_gland	LINC00240	6	26924711	27027528	6p22.2	Minor_salivary_gland_6p22.2
ENSG00000224843	Skin_no_sun	LINC00240	6	26924711	27027528	6p22.2	Skin_no_sun_6p22.2
ENSG00000230910	Colon_sigmoid	AL391807.1	6	69337771	69345053	6q12	Colon_sigmoid_6q12
ENSG00000233822	Cells_fibroblast	HIST1H2BN	6	27805538	27833576	6p22.1	Cells_fibroblast_6p22.1
ENSG00000235109	Brain_Put	ZSCAN31	6	28292470	28324048	6p22.1	Brain_Put_6p22.1
ENSG00000271265	Nerve	AL355297.3	6	157095351	157095796	6q25.3	Nerve_6q25.3
ENSG00000271755	Cells_fibroblast	AL031118.1	6	27371789	27374743	6p22.1	Cells_fibroblast_6p22.1
ENSG00000272009	Thyroid	AL121944.1	6	28046570	28048908	6p22.1	Thyroid_6p22.1
ENSG00000272009	Heart_Atr	AL121944.1	6	28046570	28048908	6p22.1	Heart_Atr_6p22.1
ENSG00000272462	Whole_blood	U91328.1	6	25992869	26002003	6p22.2	Whole_blood_6p22.2
ENSG00000272810	Whole_blood	U91328.3	6	26013469	26013985	6p22.2	Whole_blood_6p22.2
ENSG00000283064	Brain_Ant	AL353759.1	6	26160993	26173030	6p22.2	Brain_Ant_6p22.2
ENSG00000002822	Thyroid	MAD1L1	7	1855429	2272878	7p22.3	Thyroid_7p22.3
ENSG00000105894	Thyroid	PTN	7	136912088	137028520	7q33	Thyroid_7q33
ENSG00000105894	Nerve	PTN	7	136912088	137028520	7q33	Nerve_7q33
ENSG00000105894	Esophagus_muc	PTN	7	136912088	137028520	7q33	Esophagus_muc_7q33
ENSG00000105926	Artery_aor	MPP6	7	24612887	24733812	7p15.3	Artery_aor_7p15.3
ENSG00000105928	Colon_sigmoid	GSDME	7	24737974	24797559	7p15.3	Colon_sigmoid_7p15.3
ENSG00000122687	Cells_fibroblast	MRM2	7	2273857	2281840	7p22.3	Cells_fibroblast_7p22.3
ENSG00000122687	Brain_Cer	MRM2	7	2273857	2281840	7p22.3	Brain_Cer_7p22.3
ENSG00000122687	Colon_transverse	MRM2	7	2273857	2281840	7p22.3	Colon_transverse_7p22.3
ENSG00000122687	Heart_Left	MRM2	7	2273857	2281840	7p22.3	Heart_Left_7p22.3
ENSG00000122687	Esophagus_muc	MRM2	7	2273857	2281840	7p22.3	Esophagus_muc_7p22.3
ENSG00000122687	Breast	MRM2	7	2273857	2281840	7p22.3	Breast_7p22.3
ENSG00000122687	Esophagus_mus	MRM2	7	2273857	2281840	7p22.3	Esophagus_mus_7p22.3
ENSG00000122687	Lung	MRM2	7	2273857	2281840	7p22.3	Lung_7p22.3
ENSG00000122687	Brain_Cortex	MRM2	7	2273857	2281840	7p22.3	Brain_Cortex_7p22.3
ENSG00000122687	Brain_Cau	MRM2	7	2273857	2281840	7p22.3	Brain_Cau_7p22.3
ENSG00000122687	Colon_sigmoid	MRM2	7	2273857	2281840	7p22.3	Colon_sigmoid_7p22.3
ENSG00000122687	Adipose_sub	MRM2	7	2273857	2281840	7p22.3	Adipose_sub_7p22.3
ENSG00000122687	Artery_cor	MRM2	7	2273857	2281840	7p22.3	Artery_cor_7p22.3
ENSG00000122687	Heart_Atr	MRM2	7	2273857	2281840	7p22.3	Heart_Atr_7p22.3
ENSG00000122687	Esophagus_gast	MRM2	7	2273857	2281840	7p22.3	Esophagus_gast_7p22.3
ENSG00000122687	Brain_Fro	MRM2	7	2273857	2281840	7p22.3	Brain_Fro_7p22.3
ENSG00000122687	Skin_no_sun	MRM2	7	2273857	2281840	7p22.3	Skin_no_sun_7p22.3
ENSG00000122687	Artery_aor	MRM2	7	2273857	2281840	7p22.3	Artery_aor_7p22.3
ENSG00000122687	Pancreas	MRM2	7	2273857	2281840	7p22.3	Pancreas_7p22.3
ENSG00000122687	Small_intestine	MRM2	7	2273857	2281840	7p22.3	Small_intestine_7p22.3
ENSG00000122687	Whole_blood	MRM2	7	2273857	2281840	7p22.3	Whole_blood_7p22.3
ENSG00000122687	Adipose_vis	MRM2	7	2273857	2281840	7p22.3	Adipose_vis_7p22.3
ENSG00000146830	Artery_cor	GIGYF1	7	100277130	100291660	7q22.1	Artery_cor_7q22.1
ENSG00000146830	Brain_Spi	GIGYF1	7	100277130	100291660	7q22.1	Brain_Spi_7q22.1
ENSG00000146830	Cells_fibroblast	GIGYF1	7	100277130	100291660	7q22.1	Cells_fibroblast_7q22.1
ENSG00000146830	Pancreas	GIGYF1	7	100277130	100291660	7q22.1	Pancreas_7q22.1
ENSG00000146830	Colon_transverse	GIGYF1	7	100277130	100291660	7q22.1	Colon_transverse_7q22.1
ENSG00000146830	Artery_aor	GIGYF1	7	100277130	100291660	7q22.1	Artery_aor_7q22.1
ENSG00000155530	Artery_aor	LRGUK	7	133812052	133949343	7q33	Artery_aor_7q33
ENSG00000164659	Colon_sigmoid	KIAA1324L	7	86506222	86688970	7q21.12	Colon_sigmoid_7q21.12
ENSG00000173114	Lung	LRRN3	7	110731062	110765510	7q31.1	Lung_7q31.1
ENSG00000176349	Brain_Fro	AC104129.1	7	1878222	1889567	7p22.3	Brain_Fro_7p22.3
ENSG00000184903	Nerve	IMMP2L	7	110303107	111202573	7q31.1	Nerve_7q31.1
ENSG00000184903	Heart_Left	IMMP2L	7	110303107	111202573	7q31.1	Heart_Left_7q31.1
ENSG00000184903	Heart_Atr	IMMP2L	7	110303107	111202573	7q31.1	Heart_Atr_7q31.1
ENSG00000184903	Spleen	IMMP2L	7	110303107	111202573	7q31.1	Spleen_7q31.1
ENSG00000184903	Thyroid	IMMP2L	7	110303107	111202573	7q31.1	Thyroid_7q31.1
ENSG00000184903	Whole_blood	IMMP2L	7	110303107	111202573	7q31.1	Whole_blood_7q31.1
ENSG00000184903	Skin_sun	IMMP2L	7	110303107	111202573	7q31.1	Skin_sun_7q31.1
ENSG00000188732	Nerve	FAM221A	7	23719749	23742868	7p15.3	Nerve_7p15.3
ENSG00000188732	Breast	FAM221A	7	23719749	23742868	7p15.3	Breast_7p15.3
ENSG00000188732	Skin_sun	FAM221A	7	23719749	23742868	7p15.3	Skin_sun_7p15.3
ENSG00000225968	Cells_fibroblast	ELFN1	7	1727755	1787590	7p22.3	Cells_fibroblast_7p22.3
ENSG00000231255	Testis	AC005009.1	7	86404397	86405338	7q21.12	Testis_7q21.12
ENSG00000237513	Lung	AC007384.1	7	104581390	104641160	7q22.3	Lung_7q22.3
ENSG00000237513	Spleen	AC007384.1	7	104581390	104641160	7q22.3	Spleen_7q22.3
ENSG00000085788	Skin_no_sun	DDHD2	8	38082736	38133076	8p11.23	Skin_no_sun_8p11.23
ENSG00000085788	Colon_sigmoid	DDHD2	8	38082736	38133076	8p11.23	Colon_sigmoid_8p11.23
ENSG00000085788	Heart_Atr	DDHD2	8	38082736	38133076	8p11.23	Heart_Atr_8p11.23
ENSG00000085788	Spleen	DDHD2	8	38082736	38133076	8p11.23	Spleen_8p11.23
ENSG00000085788	Brain_Hippo	DDHD2	8	38082736	38133076	8p11.23	Brain_Hippo_8p11.23
ENSG00000085788	Esophagus_mus	DDHD2	8	38082736	38133076	8p11.23	Esophagus_mus_8p11.23
ENSG00000085788	Small_intestine	DDHD2	8	38082736	38133076	8p11.23	Small_intestine_8p11.23
ENSG00000085788	Brain_Nuc	DDHD2	8	38082736	38133076	8p11.23	Brain_Nuc_8p11.23
ENSG00000120903	Brain_Cerebellum	CHRNA2	8	27317273	27337400	8p21.2	Brain_Cerebellum_8p21.2
ENSG00000120903	Brain_Cer	CHRNA2	8	27317273	27337400	8p21.2	Brain_Cer_8p21.2
ENSG00000147535	Brain_Cerebellum	PLPP5	8	38120648	38126761	8p11.23	Brain_Cerebellum_8p11.23
ENSG00000147548	Cells_fibroblast	NSD3	8	38127222	38239790	8p11.23	Cells_fibroblast_8p11.23
ENSG00000156103	Adipose_vis	MMP16	8	89044239	89340254	8q21.3	Adipose_vis_8q21.3
ENSG00000156103	Spleen	MMP16	8	89044239	89340254	8q21.3	Spleen_8q21.3
ENSG00000156103	Breast	MMP16	8	89044239	89340254	8q21.3	Breast_8q21.3
ENSG00000156103	Artery_cor	MMP16	8	89044239	89340254	8q21.3	Artery_cor_8q21.3
ENSG00000156103	Pituitary	MMP16	8	89044239	89340254	8q21.3	Pituitary_8q21.3
ENSG00000156103	Esophagus_mus	MMP16	8	89044239	89340254	8q21.3	Esophagus_mus_8q21.3
ENSG00000156103	Lung	MMP16	8	89044239	89340254	8q21.3	Lung_8q21.3
ENSG00000165046	Adrenal	LETM2	8	38243725	38267045	8p11.23	Adrenal_8p11.23
ENSG00000171045	Pancreas	TSNARE1	8	143293441	143484543	8q24.3	Pancreas_8q24.3
ENSG00000175324	Adipose_sub	LSM1	8	38020853	38034248	8p11.23	Adipose_sub_8p11.23
ENSG00000176956	Adipose_sub	LY6H	8	144239331	144242128	8q24.3	Adipose_sub_8q24.3
ENSG00000185189	Thyroid	NRBP2	8	144915753	144923145	8q24.3	Thyroid_8q24.3
ENSG00000203499	Spleen	IQANK1	8	144816310	144872814	8q24.3	Spleen_8q24.3
ENSG00000253696	Breast	KBTBD11-OT1	8	1919563	1924644	8p23.3	Breast_8p23.3
ENSG00000197958	Brain_Sub	RPL12	9	130209953	130213685	9q33.3	Brain_Sub_9q33.3
ENSG00000224549	Adipose_sub	AC017067.1	9	22767174	22768315	9p21.3	Adipose_sub_9p21.3
ENSG00000224549	Breast	AC017067.1	9	22767174	22768315	9p21.3	Breast_9p21.3
ENSG00000224549	Thyroid	AC017067.1	9	22767174	22768315	9p21.3	Thyroid_9p21.3
ENSG00000224549	Adipose_vis	AC017067.1	9	22767174	22768315	9p21.3	Adipose_vis_9p21.3
ENSG00000224549	Stomach	AC017067.1	9	22767174	22768315	9p21.3	Stomach_9p21.3
ENSG00000224549	Esophagus_gast	AC017067.1	9	22767174	22768315	9p21.3	Esophagus_gast_9p21.3
ENSG00000224549	Nerve	AC017067.1	9	22767174	22768315	9p21.3	Nerve_9p21.3
ENSG00000234840	Prostate	LINC01239	9	22646199	22824212	9p21.3	Prostate_9p21.3
ENSG00000234840	Adipose_sub	LINC01239	9	22646199	22824212	9p21.3	Adipose_sub_9p21.3
ENSG00000234840	Stomach	LINC01239	9	22646199	22824212	9p21.3	Stomach_9p21.3
ENSG00000234840	Pancreas	LINC01239	9	22646199	22824212	9p21.3	Pancreas_9p21.3
ENSG00000234840	Esophagus_gast	LINC01239	9	22646199	22824212	9p21.3	Esophagus_gast_9p21.3
ENSG00000234840	Thyroid	LINC01239	9	22646199	22824212	9p21.3	Thyroid_9p21.3
ENSG00000234840	Colon_transverse	LINC01239	9	22646199	22824212	9p21.3	Colon_transverse_9p21.3
ENSG00000234840	Esophagus_muc	LINC01239	9	22646199	22824212	9p21.3	Esophagus_muc_9p21.3
ENSG00000234840	Esophagus_mus	LINC01239	9	22646199	22824212	9p21.3	Esophagus_mus_9p21.3
ENSG00000234840	Colon_sigmoid	LINC01239	9	22646199	22824212	9p21.3	Colon_sigmoid_9p21.3
ENSG00000076685	Whole_blood	NT5C2	10	104847774	104953063	10q24.32	Whole_blood_10q24.32
ENSG00000076685	Artery_aor	NT5C2	10	104847774	104953063	10q24.32	Artery_aor_10q24.32
ENSG00000107859	Artery_cor	PITX3	10	103989943	104001269	10q24.32	Artery_cor_10q24.32
ENSG00000107862	Liver	GBF1	10	104005289	104142656	10q24.32	Liver_10q24.32
ENSG00000107874	Thyroid	CUEDC2	10	104183002	104192341	10q24.32	Thyroid_10q24.32
ENSG00000107882	Brain_Put	SUFU	10	104263744	104393292	10q24.32	Brain_Put_10q24.32
ENSG00000107954	Pancreas	NEURL1	10	105253736	105352309	10q24.33	Pancreas_10q24.33
ENSG00000138111	Cells_fibroblast	MFSD13A	10	104221152	104236802	10q24.32	Cells_fibroblast_10q24.32
ENSG00000138111	Pancreas	MFSD13A	10	104221152	104236802	10q24.32	Pancreas_10q24.32
ENSG00000138172	Adipose_sub	CALHM2	10	105206543	105212159	10q24.33	Adipose_sub_10q24.33
ENSG00000138172	Skin_no_sun	CALHM2	10	105206543	105212159	10q24.33	Skin_no_sun_10q24.33
ENSG00000138175	Nerve	ARL3	10	104433488	104474154	10q24.32	Nerve_10q24.32
ENSG00000138175	Heart_Atr	ARL3	10	104433488	104474154	10q24.32	Heart_Atr_10q24.32
ENSG00000138175	Lung	ARL3	10	104433488	104474154	10q24.32	Lung_10q24.32
ENSG00000138175	Muscle_skeletal	ARL3	10	104433488	104474154	10q24.32	Muscle_skeletal_10q24.32
ENSG00000138175	Adipose_vis	ARL3	10	104433488	104474154	10q24.32	Adipose_vis_10q24.32
ENSG00000138175	Heart_Left	ARL3	10	104433488	104474154	10q24.32	Heart_Left_10q24.32
ENSG00000138175	Kidney	ARL3	10	104433488	104474154	10q24.32	Kidney_10q24.32
