gene	tissue	Gene	CHR	START_POS	END_POS	arm
ENSG00000254427	Brain_Cau	LINC02696	11	45376922	45389041	11p11.2
ENSG00000254427	Brain_Put	LINC02696	11	45376922	45389041	11p11.2
ENSG00000254427	Brain_Cortex	LINC02696	11	45376922	45389041	11p11.2
ENSG00000254427	Brain_Hippo	LINC02696	11	45376922	45389041	11p11.2
ENSG00000254427	Brain_Amy	LINC02696	11	45376922	45389041	11p11.2
ENSG00000255455	Brain_Hippo	AP003486.1	11	130736149	130740142	11q24.3
ENSG00000256422	Brain_Cerebellum	LINC02552	11	104316596	104480226	11q22.3
ENSG00000111237	Brain_Nuc	VPS29	12	110928888	110939916	12q24.11
ENSG00000111237	Brain_Put	VPS29	12	110928888	110939916	12q24.11
ENSG00000111237	Brain_Cortex	VPS29	12	110928888	110939916	12q24.11
ENSG00000111325	Brain_Fro	OGFOD2	12	123459127	123464590	12q24.31
ENSG00000150967	Brain_Cer	ABCB9	12	123405498	123466196	12q24.31
ENSG00000151067	Brain_Cer	CACNA1C	12	2079952	2807116	12p13.33
ENSG00000157837	Brain_Put	SPPL3	12	121200313	121342161	12q24.31
ENSG00000166987	Brain_Nuc	MBD6	12	57914493	57923931	12q13.3
ENSG00000175970	Brain_Put	UNC119B	12	121148261	121161443	12q24.31
ENSG00000186298	Brain_Hippo	PPP1CC	12	111157485	111180744	12q24.11
ENSG00000204856	Brain_Cer	FAM216A	12	110906220	110928190	12q24.11
ENSG00000250091	Brain_Hypo	DNAH10OS	12	124410008	124419531	12q24.31
ENSG00000250091	Brain_Cau	DNAH10OS	12	124410008	124419531	12q24.31
ENSG00000256092	Brain_Hypo	SBNO1-AS1	12	123848415	123850660	12q24.31
ENSG00000256092	Brain_Cau	SBNO1-AS1	12	123848415	123850660	12q24.31
ENSG00000256092	Brain_Cortex	SBNO1-AS1	12	123848415	123850660	12q24.31
ENSG00000256092	Brain_Cerebellum	SBNO1-AS1	12	123848415	123850660	12q24.31
ENSG00000256092	Brain_Fro	SBNO1-AS1	12	123848415	123850660	12q24.31
ENSG00000256092	Brain_Cer	SBNO1-AS1	12	123848415	123850660	12q24.31
ENSG00000272368	Brain_Ant	AC074032.1	12	50505980	50559401	12q13.12
ENSG00000272368	Brain_Hippo	AC074032.1	12	50505980	50559401	12q13.12
ENSG00000272368	Brain_Fro	AC074032.1	12	50505980	50559401	12q13.12
ENSG00000139746	Brain_Cer	RBM26	13	79885959	79980612	13q31.1
ENSG00000227676	Brain_Cerebellum	LINC01068	13	80140813	80145580	13q31.1
ENSG00000227676	Brain_Cer	LINC01068	13	80140813	80145580	13q31.1
ENSG00000088808	Brain_Cau	PPP1R13B	14	104199532	104313912	14q32.33
ENSG00000126215	Brain_Cerebellum	XRCC3	14	104163946	104181841	14q32.33
ENSG00000126215	Brain_Hippo	XRCC3	14	104163946	104181841	14q32.33
ENSG00000256053	Brain_Hippo	COA8	14	104029299	104073860	14q32.33
ENSG00000259775	Brain_Hippo	AL138976.2	14	103798011	103798704	14q32.32
ENSG00000259775	Brain_Fro	AL138976.2	14	103798011	103798704	14q32.32
ENSG00000259775	Brain_Cortex	AL138976.2	14	103798011	103798704	14q32.32
ENSG00000041357	Brain_Cer	PSMA4	15	78832747	78844759	15q25.1
ENSG00000064726	Brain_Amy	BTBD1	15	83685175	83736004	15q25.2
ENSG00000080644	Brain_Cerebellum	CHRNA3	15	78885394	78913637	15q25.1
ENSG00000156970	Brain_Cer	BUB1B	15	40453224	40513337	15q15.1
ENSG00000176371	Brain_Spi	ZSCAN2	15	85144217	85171027	15q25.2
ENSG00000177082	Brain_Cortex	WDR73	15	85182512	85197574	15q25.2
ENSG00000177082	Brain_Hippo	WDR73	15	85182512	85197574	15q25.2
ENSG00000182774	Brain_Cortex	RPS17	15	83205501	83209210	15q25.2
ENSG00000182774	Brain_Fro	RPS17	15	83205501	83209210	15q25.2
ENSG00000182774	Brain_Ant	RPS17	15	83205501	83209210	15q25.2
ENSG00000197978	Brain_Cau	GOLGA6L9	15	82722223	82731338	15q25.2
ENSG00000197978	Brain_Hippo	GOLGA6L9	15	82722223	82731338	15q25.2
ENSG00000197978	Brain_Cer	GOLGA6L9	15	82722223	82731338	15q25.2
ENSG00000197978	Brain_Amy	GOLGA6L9	15	82722223	82731338	15q25.2
ENSG00000197978	Brain_Cerebellum	GOLGA6L9	15	82722223	82731338	15q25.2
ENSG00000230778	Brain_Cer	ANKRD63	15	40573645	40574787	15q15.1
ENSG00000242866	Brain_Nuc	STRC	15	43891761	43910998	15q15.3
ENSG00000273855	Brain_Amy	AC020658.5	15	40577669	40578110	15q15.1
ENSG00000273855	Brain_Cau	AC020658.5	15	40577669	40578110	15q15.1
ENSG00000273855	Brain_Put	AC020658.5	15	40577669	40578110	15q15.1
ENSG00000275601	Brain_Cortex	AC011330.2	15	43934587	43935221	15q15.3
ENSG00000090238	Brain_Nuc	YPEL3	16	30103635	30108236	16p11.2
ENSG00000090238	Brain_Cer	YPEL3	16	30103635	30108236	16p11.2
ENSG00000090238	Brain_Put	YPEL3	16	30103635	30108236	16p11.2
ENSG00000090238	Brain_Spi	YPEL3	16	30103635	30108236	16p11.2
ENSG00000102882	Brain_Cortex	MAPK3	16	30125426	30134827	16p11.2
ENSG00000102882	Brain_Fro	MAPK3	16	30125426	30134827	16p11.2
ENSG00000132612	Brain_Cau	VPS4A	16	69345253	69360842	16q22.1
ENSG00000132612	Brain_Nuc	VPS4A	16	69345253	69360842	16q22.1
ENSG00000141013	Brain_Cortex	GAS8	16	90086037	90111383	16q24.3
ENSG00000169592	Brain_Put	INO80E	16	30007036	30017114	16p11.2
ENSG00000169592	Brain_Cerebellum	INO80E	16	30007036	30017114	16p11.2
ENSG00000169592	Brain_Cortex	INO80E	16	30007036	30017114	16p11.2
ENSG00000174939	Brain_Put	ASPHD1	16	29911696	29931185	16p11.2
ENSG00000204991	Brain_Nuc	SPIRE2	16	89884587	89937727	16q24.3
ENSG00000260259	Brain_Nuc	LINC02166	16	89749028	89752977	16q24.3
ENSG00000262246	Brain_Fro	CORO7	16	4404543	4475706	16p13.3
ENSG00000006744	Brain_Cortex	ELAC2	17	12894929	12921382	17p12
ENSG00000073969	Brain_Cerebellum	NSF	17	44668035	44834830	17q21.31
ENSG00000108960	Brain_Hippo	MMD	17	53469983	53499285	17q22
ENSG00000136448	Brain_Cer	NMT1	17	43128978	43186384	17q21.31
ENSG00000159314	Brain_Cau	ARHGAP27	17	43471268	43511787	17q21.31
ENSG00000159640	Brain_Fro	ACE	17	61554422	61575741	17q23.3
ENSG00000166260	Brain_Ant	COX11	17	53029263	53046146	17q22
ENSG00000176681	Brain_Hippo	LRRC37A	17	44370099	44415160	17q21.31
ENSG00000176681	Brain_Cerebellum	LRRC37A	17	44370099	44415160	17q21.31
ENSG00000176681	Brain_Spi	LRRC37A	17	44370099	44415160	17q21.31
ENSG00000176681	Brain_Cau	LRRC37A	17	44370099	44415160	17q21.31
ENSG00000176681	Brain_Nuc	LRRC37A	17	44370099	44415160	17q21.31
ENSG00000176681	Brain_Cer	LRRC37A	17	44370099	44415160	17q21.31
ENSG00000176681	Brain_Sub	LRRC37A	17	44370099	44415160	17q21.31
ENSG00000176681	Brain_Put	LRRC37A	17	44370099	44415160	17q21.31
ENSG00000176681	Brain_Fro	LRRC37A	17	44370099	44415160	17q21.31
ENSG00000185829	Brain_Amy	ARL17A	17	44594068	44657048	17q21.31
ENSG00000185829	Brain_Nuc	ARL17A	17	44594068	44657048	17q21.31
ENSG00000214401	Brain_Hypo	KANSL1-AS1	17	44270942	44274089	17q21.31
ENSG00000214401	Brain_Cau	KANSL1-AS1	17	44270942	44274089	17q21.31
ENSG00000214401	Brain_Cortex	KANSL1-AS1	17	44270942	44274089	17q21.31
ENSG00000214401	Brain_Put	KANSL1-AS1	17	44270942	44274089	17q21.31
ENSG00000214401	Brain_Spi	KANSL1-AS1	17	44270942	44274089	17q21.31
ENSG00000225190	Brain_Cerebellum	PLEKHM1	17	43513266	43568115	17q21.31
ENSG00000232300	Brain_Cerebellum	FAM215B	17	44636196	44640161	17q21.31
ENSG00000238083	Brain_Cau	LRRC37A2	17	44588877	44633016	17q21.31
ENSG00000238083	Brain_Nuc	LRRC37A2	17	44588877	44633016	17q21.31
ENSG00000238083	Brain_Sub	LRRC37A2	17	44588877	44633016	17q21.31
ENSG00000238083	Brain_Cer	LRRC37A2	17	44588877	44633016	17q21.31
ENSG00000261924	Brain_Fro	AC127496.1	17	78940039	78945013	17q25.3
ENSG00000264589	Brain_Cau	MAPT-AS1	17	43876756	43973046	17q21.31
ENSG00000264589	Brain_Hypo	MAPT-AS1	17	43876756	43973046	17q21.31
ENSG00000264589	Brain_Cerebellum	MAPT-AS1	17	43876756	43973046	17q21.31
ENSG00000267121	Brain_Cerebellum	AC008105.3	17	43268298	43299589	17q21.31
ENSG00000267198	Brain_Cerebellum	AC091132.4	17	43623170	43640596	17q21.31
ENSG00000279685	Brain_Sub	MAPT-IT1	17	43973149	43976164	17q21.31
ENSG00000101546	Brain_Fro	RBFA	18	77794389	77810651	18q23
ENSG00000122490	Brain_Spi	SLC66A2	18	77662420	77711657	18q23
ENSG00000126456	Brain_Cortex	IRF3	19	50162826	50169132	19q13.33
ENSG00000126456	Brain_Hypo	IRF3	19	50162826	50169132	19q13.33
ENSG00000126456	Brain_Cerebellum	IRF3	19	50162826	50169132	19q13.33
ENSG00000126456	Brain_Cer	IRF3	19	50162826	50169132	19q13.33
ENSG00000126464	Brain_Cerebellum	PRR12	19	50094439	50129696	19q13.33
ENSG00000126464	Brain_Fro	PRR12	19	50094439	50129696	19q13.33
ENSG00000142233	Brain_Nuc	NTN5	19	49164664	49176338	19q13.33
ENSG00000160161	Brain_Nuc	CILP2	19	19649057	19657468	19p13.11
ENSG00000160161	Brain_Cau	CILP2	19	19649057	19657468	19p13.11
ENSG00000167491	Brain_Fro	GATAD2A	19	19496635	19619740	19p13.11
ENSG00000187664	Brain_Cerebellum	HAPLN4	19	19365565	19373613	19p13.11
ENSG00000187664	Brain_Cau	HAPLN4	19	19365565	19373613	19p13.11
ENSG00000197933	Brain_Put	ZNF823	19	11832080	11849824	19p13.2
ENSG00000213996	Brain_Cer	TM6SF2	19	19375173	19384200	19p13.11
ENSG00000219665	Brain_Cau	ZNF433-AS1	19	12098432	12157090	19p13.2
ENSG00000250067	Brain_Cerebellum	YJEFN3	19	19639670	19648390	19p13.11
ENSG00000267174	Brain_Cortex	AC011472.2	19	11411453	11435117	19p13.2
ENSG00000088298	Brain_Cortex	EDEM2	20	33703167	33735139	20q11.22
ENSG00000101017	Brain_Ant	CD40	20	44746917	44758502	20q13.12
ENSG00000101104	Brain_Put	PABPC1L	20	43538703	43587676	20q13.12
ENSG00000101213	Brain_Cau	PTK6	20	62159354	62168729	20q13.33
ENSG00000101213	Brain_Cortex	PTK6	20	62159354	62168729	20q13.33
ENSG00000101442	Brain_Cer	ACTR5	20	37377103	37401163	20q11.23
ENSG00000215424	Brain_Spi	MCM3AP-AS1	21	47649110	47679304	21q22.3
ENSG00000224924	Brain_Hippo	LINC00320	21	22023763	22176134	21q21.1
ENSG00000100023	Brain_Cerebellum	PPIL2	22	22020298	22054304	22q11.21
ENSG00000100162	Brain_Ant	CENPM	22	42334741	42343156	22q13.2
ENSG00000100162	Brain_Cerebellum	CENPM	22	42334741	42343156	22q13.2
ENSG00000100162	Brain_Nuc	CENPM	22	42334741	42343156	22q13.2
ENSG00000100162	Brain_Cer	CENPM	22	42334741	42343156	22q13.2
ENSG00000100167	Brain_Cer	SEPTIN3	22	42365479	42394225	22q13.2
ENSG00000100197	Brain_Hypo	CYP2D6	22	42522501	42526883	22q13.2
ENSG00000100197	Brain_Ant	CYP2D6	22	42522501	42526883	22q13.2
ENSG00000100197	Brain_Hippo	CYP2D6	22	42522501	42526883	22q13.2
ENSG00000100197	Brain_Spi	CYP2D6	22	42522501	42526883	22q13.2
ENSG00000100372	Brain_Nuc	SLC25A17	22	41165634	41215403	22q13.2
ENSG00000100393	Brain_Hypo	EP300	22	41488596	41576081	22q13.2
ENSG00000100395	Brain_Ant	L3MBTL2	22	41601286	41627275	22q13.2
ENSG00000100395	Brain_Cortex	L3MBTL2	22	41601286	41627275	22q13.2
ENSG00000100395	Brain_Fro	L3MBTL2	22	41601286	41627275	22q13.2
ENSG00000100403	Brain_Hypo	ZC3H7B	22	41697529	41756151	22q13.2
ENSG00000100417	Brain_Cau	PMM1	22	41972904	41985875	22q13.2
ENSG00000100417	Brain_Put	PMM1	22	41972904	41985875	22q13.2
ENSG00000100418	Brain_Cerebellum	DESI1	22	41994032	42017047	22q13.2
ENSG00000159958	Brain_Nuc	TNFRSF13C	22	42318027	42322822	22q13.2
ENSG00000159958	Brain_Cortex	TNFRSF13C	22	42318027	42322822	22q13.2
ENSG00000159958	Brain_Put	TNFRSF13C	22	42318027	42322822	22q13.2
ENSG00000177096	Brain_Cortex	PHETA2	22	42470252	42475442	22q13.2
ENSG00000177096	Brain_Put	PHETA2	22	42470252	42475442	22q13.2
ENSG00000183066	Brain_Cau	WBP2NL	22	42394729	42454460	22q13.2
ENSG00000183066	Brain_Fro	WBP2NL	22	42394729	42454460	22q13.2
ENSG00000183066	Brain_Ant	WBP2NL	22	42394729	42454460	22q13.2
ENSG00000183066	Brain_Spi	WBP2NL	22	42394729	42454460	22q13.2
ENSG00000183066	Brain_Amy	WBP2NL	22	42394729	42454460	22q13.2
ENSG00000183172	Brain_Cerebellum	SMDT1	22	42475695	42480288	22q13.2
ENSG00000183172	Brain_Sub	SMDT1	22	42475695	42480288	22q13.2
ENSG00000198951	Brain_Spi	NAGA	22	42454338	42466846	22q13.2
ENSG00000198951	Brain_Fro	NAGA	22	42454338	42466846	22q13.2
ENSG00000198951	Brain_Cau	NAGA	22	42454338	42466846	22q13.2
ENSG00000198951	Brain_Put	NAGA	22	42454338	42466846	22q13.2
ENSG00000198951	Brain_Nuc	NAGA	22	42454338	42466846	22q13.2
ENSG00000198951	Brain_Cer	NAGA	22	42454338	42466846	22q13.2
ENSG00000198951	Brain_Sub	NAGA	22	42454338	42466846	22q13.2
ENSG00000198951	Brain_Hippo	NAGA	22	42454338	42466846	22q13.2
ENSG00000205704	Brain_Ant	LINC00634	22	42348178	42354937	22q13.2
ENSG00000205704	Brain_Fro	LINC00634	22	42348178	42354937	22q13.2
ENSG00000227188	Brain_Hypo	MGAT3-AS1	22	39871812	39872827	22q13.1
ENSG00000232710	Brain_Cortex	AC254562.2	22	42532442	42535938	22q13.2
ENSG00000270083	Brain_Fro	AL021878.2	22	42485634	42486032	22q13.2
ENSG00000281538	Brain_Ant	AC254562.3	22	42534069	42535737	22q13.2
ENSG00000281538	Brain_Cortex	AC254562.3	22	42534069	42535737	22q13.2
